ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"139.162.46.64","elite","AS63949","SG","Akamai Technologies, Inc.","157","Linode, LLC","8080","socks5","2899","1","2023-05-25T12:46:07.396Z","100","1806","1812"
"80.191.169.79","elite","AS58224","IR","Information Technology Company","191","Azad University of Anar","4145","socks4","4394","1","2023-05-25T12:46:07.403Z","88","1630","1847"
"146.145.199.98","elite","AS7029","US","Windstream Communications LLC","83","Colo16","8080","socks5","4193","1","2023-05-25T12:46:07.698Z","99","1830","1842"
"45.12.31.140","elite","AS209242","GB","Cloudflare London, LLC","2","LIR Services","80","socks4","3594","2","2023-05-25T12:46:07.500Z","100","1831","1831"
"192.95.42.140","elite","AS16276","CA","OVH Hosting","86","N/A","1080","socks5","4906","1","2023-05-25T12:46:07.696Z","84","1550","1853"
"93.171.241.18","elite","AS8870","UA","tom nets","37","Campus City Ltd","1080","socks4","5295","1","2023-05-25T12:46:07.406Z","100","1848","1851"
"103.30.0.5","elite","AS131778","ID","PT. Dian Nuswantoro Teknologi","225","N/A","4145","socks4","4002","1","2023-05-25T12:46:04.103Z","100","1803","1808"
"185.32.44.218","elite","AS200154","AZ","Izone LLC","72","Izone LLC","4153","socks4","4988","1","2023-05-25T12:46:04.108Z","100","1822","1822"
"103.47.93.227","elite","AS134058","IN","Broban Internet Services Pvt.ltd","175","Broban  PVT Ltd.","1080","socks4","3202","1","2023-05-25T12:46:04.106Z","99","1833","1848"
"149.20.253.126","elite","AS18615","US","Mainstream Fiber Networks, LLC","100","Mainstream Fiber Networks, LLC","12551","socks4","3988","2","2023-05-25T12:46:00.909Z","100","1846","1849"
"103.70.159.145","elite","AS133720","IN","speednet","184","N/A","5678","socks4","4799","1","2023-05-25T12:46:00.706Z","99","1811","1828"
"66.33.213.121","elite","AS26347","US","New Dream Network, LLC","98","New Dream Network, LLC","15891","socks4","4794","1","2023-05-25T12:46:00.616Z","100","1831","1833"
"203.223.44.102","elite","AS17726","KH","Telecom Cambodia (T.C.)","268","N/A","53945","socks4","4392","1","2023-05-25T12:46:00.612Z","99","1831","1854"
"162.255.108.249","elite","AS54755","US","Desert Winds Wireless","184","Desert Winds Wireless Inc","5678","socks4","4605","1","2023-05-25T12:46:00.702Z","100","1846","1851"
"37.130.25.184","elite","AS15874","PL","\"InterKAM\" S.C","39","Interkam Szczepanik Spolka Komandytowa","5678","socks4","4808","2","2023-05-25T12:46:00.712Z","99","1773","1786"
"89.218.5.106","elite","AS9198","KZ","JSC Kazakhtelecom","107","IP Paypoint","50733","socks4","4502","84","2023-05-25T12:45:57.616Z","97","1789","1845"
"172.67.206.105","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","5095","1","2023-05-25T12:45:57.702Z","100","1763","1765"
"103.79.96.202","elite","AS64308","ID","PT IndoDev Niaga Internet","174","PT IndoDev Niaga Internet","4153","socks4","5195","1","2023-05-25T12:45:57.707Z","100","1846","1850"
"66.33.211.151","elite","AS26347","US","New Dream Network, LLC","96","New Dream Network, LLC","17567","socks4","5003","2","2023-05-25T12:45:54.702Z","100","1822","1828"
"36.95.189.165","elite","AS7713","ID","PT. Telekomunikasi Indonesia","280","Telekomunikasi Indonesia","5678","socks4","4203","1","2023-05-25T12:45:54.705Z","85","1567","1850"
"82.207.20.247","elite","AS6849","UA","UKRTELECOM","56","JSC Ukrtelecom","5678","socks4","4809","2","2023-05-25T12:45:52.003Z","91","1586","1737"
"83.168.84.134","elite","AS31304","PL","ESPOL-FH","48","N/A","4153","socks4","4201","1","2023-05-25T12:45:52.001Z","99","1832","1848"
"75.119.202.151","elite","AS26347","US","New Dream Network, LLC","191","New Dream Network, LLC","15745","socks4","4998","1","2023-05-25T12:45:52.115Z","100","1829","1829"
"142.44.194.14","elite","AS16276","BR","OVH Hosting","91","NVA Hosting","80","socks4","5094","1","2023-05-25T12:45:52.102Z","55","1007","1842"
"104.20.198.49","elite","AS13335","CA","Cloudflare, Inc.","3","Cloudflare, Inc.","80","socks4","4588","2","2023-05-25T12:45:52.107Z","100","1798","1798"
"45.249.48.217","elite","AS45582","IN","E Net Entertainment Pvt Ltd","188","E Net Entertainment Pvt Ltd","4153","socks4","5205","1","2023-05-25T12:45:52.110Z","100","1819","1827"
"103.76.190.33","elite","AS135758","IN","Alacriy Net System Service Private Limited","151","Alacriy Net System Service Private Limited","4153","socks4","3889","1","2023-05-25T12:45:52.198Z","99","1821","1831"
"185.66.59.198","elite","AS200509","ES","Solucions Valencianes i Noves Tecnologies SL","28","Svint","42647","socks4","4316","1","2023-05-25T12:45:51.904Z","100","1833","1836"
"103.76.188.2","elite","AS135758","IN","Alacriy Net System Service Private Limited","147","Alacriy Net System Service Private Limited","4153","socks4","5003","1","2023-05-25T12:45:51.901Z","99","1820","1838"
"110.77.163.63","elite","AS131090","TH","CAT-BB","189","N/A","4145","socks4","4590","1","2023-05-25T12:45:51.912Z","81","1444","1791"
"213.157.243.196","elite","AS21283","SI","A1 Slovenija","84","A1 Slovenija telekomunikacijske storitve, d.d.","5678","socks4","5098","80","2023-05-25T12:45:49.496Z","81","1482","1838"
"103.12.246.129","elite","AS134941","IN","Instant Cable Network PVT LTD","138","Instant Cable Network PVT LTD","4145","socks4","5100","2","2023-05-25T12:45:49.299Z","100","1829","1834"
"182.253.172.111","elite","AS17451","ID","Biznet Metronet","291","N/A","8080","socks4","4998","1","2023-05-25T12:45:49.302Z","92","1692","1837"
"182.52.70.117","elite","AS23969","TH","TOT Public Company Limited","192","TOT Public Company Limited","4145","socks4","4500","1","2023-05-25T12:45:49.297Z","100","1847","1853"
"192.3.54.198","elite","AS36352","US","ColoCrossing","101","RackNerd LLC","3128","socks4","4885","1","2023-05-25T12:45:45.600Z","100","1836","1836"
"103.10.97.154","elite","AS18103","ID","Neuviz","206","N/A","4153","socks4","4906","1","2023-05-25T12:45:45.596Z","99","1742","1762"
"64.227.104.2","elite","AS14061","US","DigitalOcean, LLC","193","DigitalOcean, LLC","13166","socks4","4505","1","2023-05-25T12:45:44.608Z","64","1168","1835"
"103.217.249.250","elite","AS135185","IN","Atoz Infolink Pvt. LTD","200","Atoz Infolink Pvt. Ltd.","5678","socks4","1601","1","2023-05-25T12:45:44.701Z","100","1844","1850"
"2.229.249.153","elite","AS12874","IT","Fastweb Networks","32","N/A","4145","socks4","4399","1","2023-05-25T12:45:44.611Z","100","1790","1790"
"79.121.31.86","elite","AS43529","HU","Vidanet Cabletelevision Provider Ltd","41","ViDanet","5678","socks4","4308","1","2023-05-25T12:45:41.106Z","99","1785","1796"
"185.82.238.203","elite","AS34093","CZ","Nordic Telecom Regional s.r.o.","39","PPPoE public","5678","socks4","4393","1","2023-05-25T12:45:41.201Z","99","1798","1812"
"45.112.125.57","elite","AS58369","ID","FIBERNET","173","N/A","4145","socks4","4395","2","2023-05-25T12:45:41.204Z","99","1802","1825"
"43.128.169.96","elite","AS132203","IN","Shenzhen Tencent Computer Systems Company Limited","111","Acevillepteltd SG","443","socks5","5000","1","2023-05-25T12:45:41.502Z","57","1029","1820"
"192.99.101.142","elite","AS16276","CA","OVH SAS","90","OVH Hosting, Inc.","7497","socks5","4589","2","2023-05-25T12:45:41.206Z","58","1048","1810"
"103.102.142.98","elite","AS136854","ID","PT. PALAPA RING BARAT","230","N/A","4145","socks4","4409","1","2023-05-25T12:45:41.209Z","99","1835","1853"
"136.49.189.2","elite","AS16591","US","Google Fiber Inc.","185","Google Fiber Inc","8080","socks4","4104","1","2023-05-25T12:45:41.498Z","100","1839","1840"
"67.206.217.74","elite","AS11992","PR","AT&T Mobility Puerto Rico","138","AT&T Mobility Puerto Rico","5678","socks4","1502","80","2023-05-25T12:45:38.015Z","86","1596","1856"
"180.183.204.143","elite","AS45629","TH","Triple T Broadband Public Company Limited","198","Triple T Broadband Public Company Limited","8080","socks4","4792","89","2023-05-25T12:45:38.208Z","86","1583","1834"
"125.141.139.198","elite","AS4766","KR","Korea Telecom","229","KORNET","5566","socks5","183","1","2023-05-25T12:45:38.004Z","76","1414","1850"
"103.235.66.198","elite","AS63490","ID","PT Artha Media Lintas Nusa","188","N/A","5678","socks4","4403","1","2023-05-25T12:45:38.007Z","99","1791","1818"
"212.83.143.223","elite","AS12876","FR","Online S.A.S.","2","ONLINE","24333","socks4","4597","1","2023-05-25T12:45:35.208Z","100","1845","1849"
"59.98.148.27","elite","AS9829","IN","BSNL Internet","199","NIB","5678","socks4","4401","1","2023-05-25T12:45:35.213Z","97","1793","1854"
"154.64.217.128","elite","AS399291","PR","OSNET Wireless","183","OSNet Wireless","36468","socks4","4792","1","2023-05-25T12:45:35.202Z","96","1781","1854"
"103.23.101.193","elite","AS58400","ID","Universitas Negeri Semarang, y","196","UNNES","4145","socks4","2999","1","2023-05-25T12:45:35.216Z","100","1832","1834"
"45.7.177.212","elite","AS266626","BR","Litoral Telecom","189","Litoral Telecom","39867","socks4","4405","2","2023-05-25T12:45:35.205Z","99","1836","1852"
"222.165.223.139","elite","AS24207","ID","PT NettoCyber Indonesia","198","N/A","41541","socks4","4998","2","2023-05-25T12:45:35.199Z","100","1845","1847"
"163.53.204.178","elite","AS58898","IN","Rainbow communications India Pvt Ltd","301","Rainbow communications India Pvt Ltd","9813","socks5","4311","1","2023-05-25T12:45:32.800Z","96","1758","1828"
"195.231.72.187","elite","AS202242","IT","Aruba S.p.A.","23","Aruba S.p.A. - Cloud Services","1080","socks4","4195","1","2023-05-25T12:45:32.400Z","98","1790","1828"
"108.175.24.1","elite","AS33258","US","Computer Solutions","113","Computer Solutions","13135","socks4","4384","1","2023-05-25T12:45:32.402Z","99","1838","1854"
"189.80.143.82","elite","AS7738","BR","V tal","209","Micromarques Ltda","3128","socks4","4291","1","2023-05-25T12:45:32.397Z","100","1825","1830"
"46.98.184.203","elite","AS15377","UA","ISP \"Fregat\"","82","N/A","5678","socks4","4272","1","2023-05-25T12:45:32.409Z","40","718","1791"
"103.224.54.225","elite","AS134922","IN","R TECHNOLOGIES","199","Renu Softtech Sales and Services","31433","socks4","5096","2","2023-05-25T12:45:29.408Z","98","1809","1853"
"110.76.129.229","elite","AS59362","BD","KS Network Limited","195","N/A","5678","socks4","4309","2","2023-05-25T12:45:29.401Z","98","1826","1856"
"185.6.104.150","elite","AS42560","BA","Telemach d.o.o. Sarajevo","93","Telemach","5678","socks4","4802","2","2023-05-25T12:45:29.609Z","98","1810","1851"
"188.255.245.253","elite","AS52116","RS","Orion Telekom ISP IP Network in Subotica","37","Orion Telekom Tim d.o.o.Beograd","1080","socks4","1206","1","2023-05-25T12:45:29.498Z","100","1842","1842"
"185.136.150.252","elite","AS206206","IQ","Kurdistan Net 1","80","N/A","4145","socks4","1500","1","2023-05-25T12:45:29.501Z","99","1828","1852"
"109.122.80.234","elite","AS41937","RS","RADIJUS VEKTOR Internet network","35","Radijus Vektor DOO","57553","socks4","4909","1","2023-05-25T12:45:29.404Z","99","1833","1848"
"103.239.200.226","elite","AS17970","PH","Sky Cable Corporation","195","TRI PH","1337","socks4","4402","1","2023-05-25T12:45:26.313Z","97","1777","1833"
"181.88.73.182","elite","AS7303","AR","Telecom Argentina S.A","255","Telecom Acceso","5678","socks4","5091","1","2023-05-25T12:45:26.113Z","100","1834","1843"
"45.32.3.90","elite","AS20473","US","The Constant Company","86","Knoxville Internet","8888","socks5","4893","1","2023-05-25T12:45:26.196Z","100","1776","1776"
"80.78.130.106","elite","AS202913","ES","CLOUDWIFI, SL","150","CLOUDWIFI, SL","3000","socks4","4596","2","2023-05-25T12:45:26.109Z","100","1849","1852"
"89.186.1.169","elite","AS39716","PL","Artur Sienkiewicz","97","VIP","5678","socks4","4507","1","2023-05-25T12:45:26.199Z","95","1701","1799"
"36.67.147.220","elite","AS7713","ID","PT. Telekomunikasi Indonesia","282","N/A","4153","socks4","4905","1","2023-05-25T12:45:26.099Z","94","1741","1844"
"103.248.123.197","elite","AS58906","IN","Shivansh Infotech pvt Ltd","216","Shivansh Infotech pvt Ltd","53281","socks4","4590","1","2023-05-25T12:45:26.316Z","100","1822","1827"
"94.23.205.225","elite","AS16276","FR","OVH SAS","6","OVH ISP","36773","socks4","4900","1","2023-05-25T12:45:26.102Z","66","1185","1789"
"103.102.144.244","elite","AS135834","IN","Multicraft Digital Technologies Private Limited","293","Winista Technologies Private Limited","5678","socks4","4112","84","2023-05-25T12:45:23.001Z","97","1759","1822"
"206.189.9.30","elite","AS14061","NL","DigitalOcean, LLC","100","DigitalOcean, LLC","42331","socks5","4699","1","2023-05-25T12:45:23.398Z","100","1812","1814"
"139.255.45.67","elite","AS9905","ID","PT. LINKNET","293","N/A","5678","socks4","4686","2","2023-05-25T12:45:22.999Z","98","1803","1848"
"94.20.21.11","elite","AS29049","AZ","Delta Telecom","96","N/A","4153","socks4","4089","1","2023-05-25T12:45:22.996Z","99","1839","1851"
"103.47.216.19","elite","AS133692","IN","Fastnet Communication Pvt. Ltd","189","Fastnet Communication Pvt. Ltd.","4145","socks4","4696","3","2023-05-25T12:45:22.914Z","99","1833","1850"
"146.145.199.115","elite","AS7029","US","Windstream Communications LLC","91","Colo16","8080","socks5","4493","81","2023-05-25T12:45:20.516Z","99","1820","1835"
"118.96.94.40","elite","AS7713","ID","PT. TELKOM INDONESIA","187","N/A","80","socks4","4990","1","2023-05-25T12:45:20.599Z","79","1448","1834"
"103.240.33.193","elite","AS132923","IN","Vihaan Telecommunication Pvt. Ltd.","187","Vihaan","8291","socks4","4506","80","2023-05-25T12:45:20.404Z","99","1805","1830"
"177.12.177.69","elite","AS263033","BR","Linxbr Telecomunicacoes Ltda","193","Linkli Telecomunicacoes Ltda","4153","socks4","4803","1","2023-05-25T12:45:17.608Z","100","1808","1813"
"8.219.11.125","elite","AS45102","SG","Alibaba (US) Technology Co., Ltd.","385","Alibaba.com Singapore E-Commerce Private Limited","443","socks5","4386","1","2023-05-25T12:45:17.600Z","57","1039","1811"
"110.34.166.182","elite","AS45652","SG","VPLS, Inc.","287","Vpls Sin1","4153","socks4","4810","1","2023-05-25T12:45:17.597Z","100","1842","1848"
"103.47.93.196","elite","AS134058","IN","Broban Internet Services Pvt.ltd","199","Broban  PVT Ltd.","1080","socks4","4395","1","2023-05-25T12:45:17.613Z","99","1834","1846"
"102.66.155.217","elite","AS328471","ZA","HERO TELECOMS (PTY) LTD","290","Herotel","5678","socks4","4401","2","2023-05-25T12:45:17.511Z","46","856","1851"
"80.91.120.38","elite","AS35047","AL","Abissnet ISP","791","N/A","5678","socks4","5002","1","2023-05-25T12:45:17.502Z","97","1805","1854"
"103.245.205.33","elite","AS9441","BD","Next Online Limited","192","Nextonline Limited","35158","socks4","4991","1","2023-05-25T12:45:14.505Z","97","1796","1849"
